clogid,clstid,cprelogid,crelatedlogid,cobjectid,cobjectline,calarmcode,calarminfohash,cneid,cnetype,cobjectidtype,calarmcatalog,calarmkindcalarmlevel,Unnamed: 13, cconfirmtype,ccleartype, coccurutctime,crecvoccurutctime,cclearutctime,crecvclearutctime,cconfirmutctime,clocationinfo,clineport,corialarmcode, cboardtype,cdevicetype,               cmtstatus,cportkeyid,cbussinessname,coccurutctimems,crecvoccurutctimems,cclearutctimems, crecvclearutctimems,cconfirmutctimems
169324011,12090006,0,-1,19738209,1,906,0,13173064,76,5,0,1,2,0,0,2022-03-18 20:27:33,2022-04-07 09:18:02,\N,\N,\N,1029-3-上饶余干杨埠-OADM2:OA-收黄埠发01槽-OAD[06]:IN,IN,21,700,8389382,0,PTP-PO=1,,259.0,221.0,0.0,0.0,0.0
169324010,12090005,0,-1,19729708,7,698,0,13173063,76,5,0,1,2,0,0,2022-03-12 18:33:35,2022-04-07 09:18:02,\N,\N,\N,1029-2-上饶余干杨埠-OADM1:MST2E-λ1余干方向[04]:Client-7,Client-7,101,1239,10486685,0,PTP-PO=7,关联业务条数：2,913.0,875.0,0.0,0.0,0.0
169324009,12086816,169321824,-1,19728219,1,1805,0,13172813,56,5,0,1,2,0,0,2022-04-07 09:15:32,2022-04-07 09:18:02,\N,\N,\N,1006-2-抚州青云-OTM2-大公路方向:2LA2-OTN[13]:OCH-1,OCH-1,5,755,10486467,0,PTP-PO=1,关联业务条数：3,145.0,103.0,0.0,0.0,0.0
169324007,12070788,169290373,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,0,2022-04-05 20:55:59,2022-04-07 09:18:07,\N,\N,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,246.0,241.0,0.0,0.0,0.0
169324001,12038654,169211602,-1,19737937,1,524,0,13172743,121,5,0,2,1,0,0,2022-03-31 04:36:07,2022-04-07 09:18:12,\N,\N,\N,1001-4-南昌二长楼-OTM6-青云方向:1LN4-λ19-抚州方向[30]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,198.0,137.0,0.0,0.0,0.0
169321824,12086816,169319422,-1,19728219,1,1805,0,13172813,56,5,0,1,2,0,3,2022-04-07 08:42:13,2022-04-07 08:43:10,2022-04-07 09:18:17,2022-04-07 09:18:06,\N,1006-2-抚州青云-OTM2-大公路方向:2LA2-OTN[13]:OCH-1,OCH-1,5,755,10486467,0,PTP-PO=1,关联业务条数：3,225.0,225.0,151.0,167.0,0.0
169321822,12086817,169319423,-1,19728451,2,1804,0,13172822,56,5,0,1,2,0,3,2022-04-07 08:43:06,2022-04-07 08:43:10,2022-04-07 09:18:17,2022-04-07 09:18:11,\N,1006-11-抚州宜黄-OTM1-乐安方向:2LA2-OTN[15]:OCH-2,OCH-2,6,755,10486467,0,PTP-PO=2,关联业务条数：3,121.0,121.0,168.0,88.0,0.0
169320447,12087465,0,-1,19728527,3,1729,0,13172824,56,5,0,1,3,0,0,2022-04-07 04:26:52,2022-04-07 04:27:43,\N,\N,\N,1006-13-抚州广昌-OTM1-宜黄方向:OLP-宜黄[27]:TRXB/OSC-1,TRXB/OSC-1,1,610,8389128,1,PTP-PO=3/OSC=1,,524.0,524.0,0.0,0.0,0.0
169319423,12086817,0,-1,19728451,2,1804,0,13172822,56,5,0,1,2,0,1,2022-04-07 01:30:37,2022-04-07 01:30:44,2022-04-07 08:42:56,2022-04-07 08:43:04,\N,1006-11-抚州宜黄-OTM1-乐安方向:2LA2-OTN[15]:OCH-2,OCH-2,6,755,10486467,0,PTP-PO=2,关联业务条数：3,632.0,632.0,526.0,22.0,0.0
169319422,12086816,0,-1,19728219,1,1805,0,13172813,56,5,0,1,2,0,1,2022-04-07 01:29:49,2022-04-07 01:30:44,2022-04-07 08:42:08,2022-04-07 08:43:07,\N,1006-2-抚州青云-OTM2-大公路方向:2LA2-OTN[13]:OCH-1,OCH-1,5,755,10486467,0,PTP-PO=1,关联业务条数：3,335.0,335.0,219.0,973.0,0.0
169307470,12080047,0,-1,19731902,2,1232,0,13173502,76,5,0,2,1,0,0,2022-04-05 17:52:10,2022-04-05 17:52:12,\N,\N,\N,1072-3-赣州崇义过埠-OADM2:OTU2S_崇义方向40波[02]:OCH-1/OCH-1,OCH-1/OCH-1,15,776,10486533,0,PTP-PO=2/OCH=1,,821.0,817.0,0.0,0.0,0.0
169295618,12073748,0,-1,19738081,2,1231,0,13172790,63,5,0,2,1,0,0,2022-04-04 09:51:38,2022-04-04 09:53:34,\N,\N,\N,1001-19-景德镇珠山-OTM2-乐平局方向:2LN4-λ21[07]:背板口-L_PORT2/OCH-1/ODU4-1,背板口-L_PORT2/OCH-1/ODU4-1,86,1316,58721318,0,PTP-PO=2/OCH=1/ODU4=1,南昌九江100G0016IPM_南昌北京东路九江浔阳,919.0,771.0,0.0,0.0,0.0
169295615,12073747,0,-1,19738081,1,1231,0,13172790,63,5,0,2,1,0,0,2022-04-04 09:51:39,2022-04-04 09:53:34,\N,\N,\N,1001-19-景德镇珠山-OTM2-乐平局方向:2LN4-λ21[07]:L_PORT1/OCH-1/ODU4-1,L_PORT1/OCH-1/ODU4-1,86,1316,58721318,0,PTP-PO=1/OCH=1/ODU4=1,南昌九江100G0016IPM_南昌北京东路九江浔阳,892.0,771.0,0.0,0.0,0.0
169290373,12070788,169290372,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,3,2022-04-03 18:58:10,2022-04-03 18:59:01,2022-04-07 09:18:17,2022-04-07 09:18:07,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,181.0,178.0,149.0,247.0,0.0
169290372,12070788,169290369,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:58:02,2022-04-03 18:58:52,2022-04-03 18:58:09,2022-04-03 18:59:01,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,129.0,129.0,179.0,187.0,0.0
169290369,12070788,169290367,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:56:40,2022-04-03 18:57:30,2022-04-03 18:57:57,2022-04-03 18:58:49,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,935.0,934.0,123.0,176.0,0.0
169290367,12070788,169290364,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:56:32,2022-04-03 18:57:22,2022-04-03 18:56:37,2022-04-03 18:57:28,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,96.0,96.0,920.0,967.0,0.0
169290364,12070788,169290363,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:55:39,2022-04-03 18:56:31,2022-04-03 18:56:27,2022-04-03 18:57:19,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,774.0,773.0,923.0,149.0,0.0
169290363,12070788,169290362,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:55:35,2022-04-03 18:56:25,2022-04-03 18:55:37,2022-04-03 18:56:30,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,771.0,771.0,364.0,399.0,0.0
169290362,12070788,169290361,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:55:25,2022-04-03 18:56:16,2022-04-03 18:55:28,2022-04-03 18:56:19,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,773.0,772.0,773.0,826.0,0.0
169290361,12070788,169290358,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:55:15,2022-04-03 18:56:09,2022-04-03 18:55:16,2022-04-03 18:56:09,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,322.0,322.0,322.0,108.0,0.0
169290358,12070788,169290357,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:55:09,2022-04-03 18:56:01,2022-04-03 18:55:11,2022-04-03 18:56:04,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,721.0,721.0,723.0,756.0,0.0
169290357,12070788,169290356,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:55:01,2022-04-03 18:55:52,2022-04-03 18:55:02,2022-04-03 18:55:55,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,675.0,673.0,709.0,107.0,0.0
169290356,12070788,169290354,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:54:57,2022-04-03 18:55:49,2022-04-03 18:54:59,2022-04-03 18:55:52,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,671.0,671.0,674.0,726.0,0.0
169290354,12070788,169290352,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:54:48,2022-04-03 18:55:40,2022-04-03 18:54:50,2022-04-03 18:55:43,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,755.0,755.0,697.0,742.0,0.0
169290352,12070788,169290347,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:54:26,2022-04-03 18:55:16,2022-04-03 18:54:27,2022-04-03 18:55:19,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,620.0,620.0,619.0,656.0,0.0
169290347,12070788,169290346,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:54:16,2022-04-03 18:55:07,2022-04-03 18:54:21,2022-04-03 18:55:13,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,571.0,569.0,570.0,658.0,0.0
169290346,12070788,169290345,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:54:12,2022-04-03 18:55:06,2022-04-03 18:54:14,2022-04-03 18:55:07,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,170.0,170.0,570.0,590.0,0.0
169290345,12070788,169290344,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:53:59,2022-04-03 18:54:49,2022-04-03 18:54:03,2022-04-03 18:54:55,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,520.0,518.0,575.0,111.0,0.0
169290344,12070788,169290342,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:53:54,2022-04-03 18:54:46,2022-04-03 18:53:56,2022-04-03 18:54:49,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,519.0,519.0,518.0,539.0,0.0
169290342,12070788,169290341,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:53:19,2022-04-03 18:54:10,2022-04-03 18:53:45,2022-04-03 18:54:37,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,418.0,417.0,535.0,108.0,0.0
169290341,12070788,169290340,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:53:15,2022-04-03 18:54:07,2022-04-03 18:53:16,2022-04-03 18:54:07,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,405.0,405.0,405.0,453.0,0.0
169290340,12070788,169290338,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:53:07,2022-04-03 18:53:58,2022-04-03 18:53:09,2022-04-03 18:54:03,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,416.0,416.0,5.0,453.0,0.0
169290338,12070788,169290336,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:53:02,2022-04-03 18:53:52,2022-04-03 18:53:03,2022-04-03 18:53:55,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,354.0,354.0,417.0,464.0,0.0
169290336,12070788,0,-1,19737267,1,1451,0,13172854,76,5,0,2,2,0,1,2022-04-03 18:52:51,2022-04-03 18:53:43,2022-04-03 18:52:52,2022-04-03 18:53:43,\N,1009-7-宜春宜丰新庄-OADM2:OTU2S-λ40-棠浦方向[05]:Client-1,Client-1,97,776,10486533,0,PTP-PO=1,,366.0,366.0,368.0,415.0,0.0
169277652,12064905,0,-1,19728146,2,1921,0,13172802,56,5,0,1,3,0,0,2022-04-02 09:17:12,2022-04-02 09:17:13,\N,\N,\N,1005-5-抚州东乡-OTM1-大公路方向:2TA2-OTN[1D]:Client-2,Client-2,4,756,10486468,0,PTP-PO=2,关联业务条数：2,901.0,901.0,0.0,0.0,0.0
169277651,12064904,0,-1,19727931,1,2116,0,13172800,56,5,0,2,1,0,0,2022-04-02 09:17:11,2022-04-02 09:17:13,\N,\N,\N,1005-3-抚州大公路-OTM3-青云方向:2TA2-OTN[19]:Client-1,Client-1,104,756,10486468,0,PTP-PO=1,关联业务条数：2,750.0,750.0,0.0,0.0,0.0
169277650,12064903,0,-1,19727931,131073,2114,0,13172800,56,5,0,2,1,0,0,2022-04-02 09:17:11,2022-04-02 09:17:13,\N,\N,\N,1005-3-抚州大公路-OTM3-青云方向:2TA2-OTN[19]:Port-1/ODU2e-1,Port-1/ODU2e-1,102,756,10486468,0,FTP-ODU2=1/ODU2E=1,1005-3-抚州大公路-OTM3-青云方向.S19.Client-1/ODU2e-1<-->1005-5-抚州东乡-OTM1-大公路方向.S1D.Client-2/ODU2e-1-1534937784\,,,,,
169276550,12064216,0,-1,19731747,1,1339,0,13173514,76,5,0,2,1,0,0,2022-04-02 07:34:51,2022-04-02 07:36:04,\N,\N,\N,1073-5-赣州崇义扬眉-OADM2:OTU2S_长龙方向40波[03]:Client-1,Client-1,94,776,10486533,0,PTP-PO=1,关联业务条数：2,810.0,806.0,0.0,0.0,0.0
169276549,12064215,0,-1,19731747,1,698,0,13173514,76,5,0,1,2,0,0,2022-04-02 07:34:51,2022-04-02 07:36:04,\N,\N,\N,1073-5-赣州崇义扬眉-OADM2:OTU2S_长龙方向40波[03]:Client-1,Client-1,99,776,10486533,0,PTP-PO=1,关联业务条数：2,807.0,806.0,0.0,0.0,0.0
169276231,12064023,0,-1,19738120,1,698,0,13172763,63,5,0,1,2,0,0,2022-04-02 07:10:20,2022-04-02 07:11:26,\N,\N,\N,1002-7-新余城南-OTM3-宜春方向:12TN2[04]:L_PORT1,L_PORT1,118,1273,58721306,0,PTP-PO=1,关联业务条数：2,784.0,784.0,0.0,0.0,0.0
169275779,12063781,0,-1,19731439,2,906,0,13173471,76,5,0,1,2,0,0,2022-04-02 06:38:28,2022-04-02 06:38:57,\N,\N,\N,1066-6-抚州乐安谷岗-OADM1:OTU2S_F1K[02]:OCH-1,OCH-1,100,776,10486533,0,PTP-PO=2,,561.0,561.0,0.0,0.0,0.0
169273194,12062589,0,-1,19731759,1,1637,0,13173516,76,5,0,1,3,0,0,2022-04-02 03:00:21,2022-04-02 03:00:47,\N,\N,\N,1073-7-赣州崇义阳岭山庄-OADM2:OTU2S_崇义方向40波[02]:Client-1,Client-1,1,776,10486533,0,PTP-PO=1,关联业务条数：2,209.0,208.0,0.0,0.0,0.0
169261043,12058352,0,-1,19728314,5,906,0,13172815,56,5,0,1,2,0,0,2022-04-01 11:56:00,2022-04-01 11:56:07,\N,\N,\N,1006-4-抚州大公路-OTM2-临川方向:8TDGS-OTN[05]:Client-5,Client-5,6,770,10486486,0,PTP-PO=5,关联业务条数：2,825.0,825.0,0.0,0.0,0.0
169251659,12055529,0,-1,19731748,1,1637,0,13173514,76,5,0,1,3,0,0,2022-04-01 01:29:06,2022-04-01 01:30:14,\N,\N,\N,1073-5-赣州崇义扬眉-OADM2:OTU2S_阳岭山庄方向40[02]:Client-1,Client-1,1,776,10486533,0,PTP-PO=1,关联业务条数：2,989.0,988.0,0.0,0.0,0.0
169241586,11483986,160666357,-1,19727731,1,60085,0,13172745,121,5,0,3,1,0,0,2022-03-31 19:14:21,2022-03-31 19:15:54,\N,\N,\N,1002-2-南昌二长楼-OTM4-高安方向:1TN4[32]:背板口-L_PORT1/OCH-1/ODU4-1,背板口-L_PORT1/OCH-1/ODU4-1,99,1270,58721303,0,PTP-PO=1/OCH=1/ODU4=1,,88.0,86.0,0.0,0.0,0.0
169211602,12038654,169210852,-1,19737937,1,524,0,13172743,121,5,0,2,1,0,3,2022-03-31 04:23:57,2022-03-31 04:26:13,2022-04-07 09:18:17,2022-04-07 09:18:12,\N,1001-4-南昌二长楼-OTM6-青云方向:1LN4-λ19-抚州方向[30]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,943.0,886.0,120.0,202.0,0.0
169210852,12038654,0,-1,19737937,1,524,0,13172743,121,5,0,2,1,0,3,2022-03-31 03:34:40,2022-03-31 03:38:10,2022-03-31 04:26:13,2022-03-31 04:26:13,\N,1001-4-南昌二长楼-OTM6-青云方向:1LN4-λ19-抚州方向[30]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,92.0,39.0,981.0,948.0,0.0
169184195,12032261,0,-1,19734383,1,524,0,13173574,121,5,0,2,1,0,0,2022-03-28 08:34:06,2022-03-28 08:34:07,\N,\N,\N,1076-4-赣州章贡区水南-东环-OTM2:1LN4-3波石城方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,9.0,8.0,0.0,0.0,0.0
169151801,12029934,169150486,-1,19727864,1,524,0,13172766,63,5,0,2,1,0,1,2022-03-27 10:16:10,2022-03-27 10:16:11,2022-04-13 04:44:02,2022-04-13 04:44:43,\N,1002-10-宜春355局-OTM3-新余方向:1LN4-λ7-二长楼方向[16]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,155.0,155.0,928.0,972.0,0.0
169150486,12029934,169145648,-1,19727864,1,524,0,13172766,63,5,0,2,1,0,1,2022-03-27 09:32:30,2022-03-27 09:32:30,2022-03-27 10:16:03,2022-03-27 10:16:10,\N,1002-10-宜春355局-OTM3-新余方向:1LN4-λ7-二长楼方向[16]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,598.0,597.0,164.0,197.0,0.0
169145648,12029934,169145181,-1,19727864,1,524,0,13172766,63,5,0,2,1,0,1,2022-03-27 05:52:46,2022-03-27 05:53:32,2022-03-27 09:32:19,2022-03-27 09:32:25,\N,1002-10-宜春355局-OTM3-新余方向:1LN4-λ7-二长楼方向[16]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,985.0,985.0,414.0,445.0,0.0
169145181,12029934,169144169,-1,19727864,1,524,0,13172766,63,5,0,2,1,0,1,2022-03-27 05:34:17,2022-03-27 05:35:03,2022-03-27 05:52:38,2022-03-27 05:53:31,\N,1002-10-宜春355局-OTM3-新余方向:1LN4-λ7-二长楼方向[16]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,934.0,934.0,994.0,9.0,0.0
169144169,12029934,169141480,-1,19727864,1,524,0,13172766,63,5,0,2,1,0,1,2022-03-27 04:52:13,2022-03-27 04:52:59,2022-03-27 05:34:09,2022-03-27 05:35:01,\N,1002-10-宜春355局-OTM3-新余方向:1LN4-λ7-二长楼方向[16]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,89.0,89.0,887.0,941.0,0.0
169141480,12029934,0,-1,19727864,1,524,0,13172766,63,5,0,2,1,0,1,2022-03-27 02:57:56,2022-03-27 02:58:41,2022-03-27 04:52:04,2022-03-27 04:52:56,\N,1002-10-宜春355局-OTM3-新余方向:1LN4-λ7-二长楼方向[16]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,217.0,217.0,124.0,187.0,0.0
169137455,12029855,0,-1,19738126,9,1231,0,13173042,76,5,0,2,1,0,0,2021-08-06 16:55:36,2022-03-27 00:31:59,\N,\N,\N,1027-5-上饶横峰龙门-OADM2:MST2E-λ5-县局方向[04]:OCH-1/OCH-1/ODU2-1/ODU1-4,OCH-1/OCH-1/ODU2-1/ODU1-4,79,1239,10486685,0,PTP-PO=9/OCH=1/ODU2=1/ODU1=4,1027-1-上饶横峰-OTM.S21.OCH-1/OCH-1/ODU2-1/ODU1-4<-->1027-5-上饶横峰龙门-OADM2.S04.OCH-1/OCH-1/ODU2-1/ODU1-4-1534932180\,,,,,
169137454,12029854,0,-1,19738126,9,1231,0,13173042,76,5,0,2,1,0,0,2021-08-06 16:55:36,2022-03-27 00:31:59,\N,\N,\N,1027-5-上饶横峰龙门-OADM2:MST2E-λ5-县局方向[04]:OCH-1/OCH-1/ODU2-1/ODU1-3,OCH-1/OCH-1/ODU2-1/ODU1-3,79,1239,10486685,0,PTP-PO=9/OCH=1/ODU2=1/ODU1=3,1027-1-上饶横峰-OTM.S21.OCH-1/OCH-1/ODU2-1/ODU1-3<-->1027-5-上饶横峰龙门-OADM2.S04.OCH-1/OCH-1/ODU2-1/ODU1-3-1534932175\,,,,,
169137453,12029853,0,-1,19738126,9,1231,0,13173042,76,5,0,2,1,0,0,2021-08-06 16:55:36,2022-03-27 00:31:59,\N,\N,\N,1027-5-上饶横峰龙门-OADM2:MST2E-λ5-县局方向[04]:OCH-1/OCH-1/ODU2-1/ODU1-2,OCH-1/OCH-1/ODU2-1/ODU1-2,79,1239,10486685,0,PTP-PO=9/OCH=1/ODU2=1/ODU1=2,1027-1-上饶横峰-OTM.S21.OCH-1/OCH-1/ODU2-1/ODU1-2<-->1027-5-上饶横峰龙门-OADM2.S04.OCH-1/OCH-1/ODU2-1/ODU1-2-1534932170\,,,,,
169137452,12029852,0,-1,19738126,9,1231,0,13173042,76,5,0,2,1,0,0,2021-08-06 16:55:36,2022-03-27 00:31:59,\N,\N,\N,1027-5-上饶横峰龙门-OADM2:MST2E-λ5-县局方向[04]:OCH-1/OCH-1/ODU2-1/ODU1-1,OCH-1/OCH-1/ODU2-1/ODU1-1,79,1239,10486685,0,PTP-PO=9/OCH=1/ODU2=1/ODU1=1,1027-1-上饶横峰-OTM.S21.OCH-1/OCH-1/ODU2-1/ODU1-1<-->1027-5-上饶横峰龙门-OADM2.S04.OCH-1/OCH-1/ODU2-1/ODU1-1-1534932135\,,,,,
169137445,12029848,0,-1,19738127,9,1231,0,13173040,76,5,0,2,1,0,0,2021-08-06 16:55:36,2022-03-27 00:31:46,\N,\N,\N,1027-3-上饶横峰铺前-OADM2:MST2E-1λ-县局方向[04]:OCH-1/OCH-1/ODU2-1/ODU1-4,OCH-1/OCH-1/ODU2-1/ODU1-4,79,1239,10486685,0,PTP-PO=9/OCH=1/ODU2=1/ODU1=4,1027-1-上饶横峰-OTM.S0C.OCH-1/OCH-1/ODU2-1/ODU1-4<-->1027-3-上饶横峰铺前-OADM2.S04.OCH-1/OCH-1/ODU2-1/ODU1-4-1534932165\,,,,,
169137444,12029847,0,-1,19738127,9,1231,0,13173040,76,5,0,2,1,0,0,2021-08-06 16:55:36,2022-03-27 00:31:46,\N,\N,\N,1027-3-上饶横峰铺前-OADM2:MST2E-1λ-县局方向[04]:OCH-1/OCH-1/ODU2-1/ODU1-3,OCH-1/OCH-1/ODU2-1/ODU1-3,79,1239,10486685,0,PTP-PO=9/OCH=1/ODU2=1/ODU1=3,1027-1-上饶横峰-OTM.S0C.OCH-1/OCH-1/ODU2-1/ODU1-3<-->1027-3-上饶横峰铺前-OADM2.S04.OCH-1/OCH-1/ODU2-1/ODU1-3-1534932160\,,,,,
169137443,12029846,0,-1,19738127,9,1231,0,13173040,76,5,0,2,1,0,0,2021-08-06 16:55:36,2022-03-27 00:31:46,\N,\N,\N,1027-3-上饶横峰铺前-OADM2:MST2E-1λ-县局方向[04]:OCH-1/OCH-1/ODU2-1/ODU1-2,OCH-1/OCH-1/ODU2-1/ODU1-2,79,1239,10486685,0,PTP-PO=9/OCH=1/ODU2=1/ODU1=2,1027-1-上饶横峰-OTM.S0C.OCH-1/OCH-1/ODU2-1/ODU1-2<-->1027-3-上饶横峰铺前-OADM2.S04.OCH-1/OCH-1/ODU2-1/ODU1-2-1534932155\,,,,,
169137442,12029845,0,-1,19738127,9,1231,0,13173040,76,5,0,2,1,0,0,2021-08-06 16:55:36,2022-03-27 00:31:46,\N,\N,\N,1027-3-上饶横峰铺前-OADM2:MST2E-1λ-县局方向[04]:OCH-1/OCH-1/ODU2-1/ODU1-1,OCH-1/OCH-1/ODU2-1/ODU1-1,79,1239,10486685,0,PTP-PO=9/OCH=1/ODU2=1/ODU1=1,1027-1-上饶横峰-OTM.S0C.OCH-1/OCH-1/ODU2-1/ODU1-1<-->1027-3-上饶横峰铺前-OADM2.S04.OCH-1/OCH-1/ODU2-1/ODU1-1-1534932148\,,,,,
169087246,12025613,0,-1,19739526,0,1819,0,13172762,63,3,0,3,3,0,0,2020-07-15 17:17:03,2022-03-25 07:04:09,\N,\N,\N,1002-6-新余城南-OTM2-上高方向:12TN2[04]:单盘,单盘,224,1273,58721306,1,,,869.0,853.0,0.0,0.0,0.0
169087216,12025605,0,-1,19739526,0,61071,0,13172762,63,3,0,3,0,0,0,2022-03-25 07:02:25,2022-03-25 07:02:25,\N,\N,\N,1002-6-新余城南-OTM2-上高方向:12TN2[04],,61072,0,0,1,,,380.0,380.0,0.0,0.0,0.0
168742117,11964319,0,-1,19728449,2,1804,0,13172822,56,5,0,1,2,0,3,2022-03-24 03:05:41,2022-03-24 03:05:43,2022-04-07 09:18:17,2022-04-07 09:18:11,\N,1006-11-抚州宜黄-OTM1-乐安方向:2LA2-OTN[13]:OCH-2,OCH-2,6,755,10486467,0,PTP-PO=2,西环维护波道乐安-宜黄,94.0,72.0,163.0,88.0,0.0
