clogid,clstid,cprelogid,crelatedlogid,cobjectid,cobjectline,calarmcode,calarminfohash,cneid,cnetype,cobjectidtype,calarmcatalog,calarmkindcalarmlevel,Unnamed: 13, cconfirmtype,ccleartype, coccurutctime,crecvoccurutctime,cclearutctime,crecvclearutctime,cconfirmutctime,clocationinfo,clineport,corialarmcode, cboardtype,cdevicetype,               cmtstatus,cportkeyid,cbussinessname,coccurutctimems,crecvoccurutctimems,cclearutctimems, crecvclearutctimems,cconfirmutctimems
166751975,11747530,166751746,-1,19734237,1,524,0,13173584,121,5,0,2,1,0,0,2021-12-14 18:45:26,2021-12-14 18:48:15,\N,\N,\N,1076-14-赣州于都-东环-OTM2:1LN4-λ1-水南方向[45]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,533.0,512.0,0.0,0.0,0.0
166751888,11747492,166751204,-1,19734382,1,524,0,13173574,121,5,0,2,1,0,0,2021-12-14 18:43:45,2021-12-14 18:45:14,\N,\N,\N,1076-4-赣州章贡区水南-东环-OTM2:1LN4-1波于都方向[42]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,745.0,625.0,0.0,0.0,0.0
166751746,11747530,166751298,-1,19734237,1,524,0,13173584,121,5,0,2,1,0,3,2021-12-14 18:42:04,2021-12-14 18:42:14,2021-12-14 18:45:14,2021-12-14 18:45:14,\N,1076-14-赣州于都-东环-OTM2:1LN4-λ1-水南方向[45]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,473.0,447.0,618.0,581.0,0.0
166751298,11747530,0,-1,19734237,1,524,0,13173584,121,5,0,2,1,0,3,2021-12-14 18:29:59,2021-12-14 18:30:13,2021-12-14 18:36:13,2021-12-14 18:36:13,\N,1076-14-赣州于都-东环-OTM2:1LN4-λ1-水南方向[45]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,554.0,467.0,534.0,523.0,0.0
166751204,11747492,0,-1,19734382,1,524,0,13173574,121,5,0,2,1,0,3,2021-12-14 18:28:28,2021-12-14 18:28:29,2021-12-14 18:36:13,2021-12-14 18:36:13,\N,1076-4-赣州章贡区水南-东环-OTM2:1LN4-1波于都方向[42]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,738.0,738.0,729.0,707.0,0.0
166749592,11747035,0,-1,19735392,0,1992,0,13173620,121,3,0,2,0,0,0,2021-08-31 03:12:41,2021-12-14 17:45:08,\N,\N,\N,1079-6-赣州赣县-中环-OTM2:CCU[02]:配置:10,配置:10,2,1216,50332546,0,,,638.0,628.0,0.0,0.0,0.0
166749555,11747031,0,-1,19737198,1,1743,0,13173615,116,5,0,2,0,0,0,2021-09-09 17:01:30,2021-12-14 17:43:34,\N,\N,\N,1079-1-赣州章贡区南门-中环-OTM1:OMSP_信丰方向[47]:INOUT/OTS-1/OMS-1,INOUT/OTS-1/OMS-1,4,617,8389138,0,PTP-PO=1/OTS=1/OMS=1,1079-1-赣州章贡区南门-中环-OTM1.S0C.MO/OTS-1/OMS-1<-->1079-9-赣州信丰-中环-OTM1.S68.MO/OTS-1/OMS-1-1534924842\,,,,,
166746628,11745757,0,-1,19734327,1,108,0,13173582,121,5,0,1,1,0,0,2021-12-14 17:14:15,2021-12-14 17:15:06,\N,\N,\N,1076-12-赣州瑞金-东环-OTM2:1LN4-λ2-水南方向[45]:L_PORT1,L_PORT1,10,1269,58721302,0,PTP-PO=1,关联业务条数：20,743.0,680.0,0.0,0.0,0.0
166746304,11741460,166744357,-1,19734246,1,524,0,13173574,121,5,0,2,1,0,3,2021-12-14 17:14:53,2021-12-14 17:14:55,2022-04-15 16:33:19,2022-04-15 16:33:19,\N,1076-4-赣州章贡区水南-东环-OTM2:1LN4-2波瑞金方向[43]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,671.0,670.0,913.0,910.0,0.0
166744357,11741460,166734646,-1,19734246,1,524,0,13173574,121,5,0,2,1,0,1,2021-12-14 17:08:55,2021-12-14 17:08:57,2021-12-14 17:13:19,2021-12-14 17:13:27,\N,1076-4-赣州章贡区水南-东环-OTM2:1LN4-2波瑞金方向[43]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,521.0,520.0,569.0,588.0,0.0
166743994,11736489,166727451,-1,19734242,1,524,0,13173572,121,5,0,2,1,0,0,2021-12-14 17:03:03,2021-12-14 17:06:05,\N,\N,\N,1076-2-赣州章贡区南门-东环-OTM2:1LN4-3波石城方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,300.0,185.0,0.0,0.0,0.0
166742905,11737437,166741264,-1,19734484,1,524,0,13173586,121,5,0,2,1,0,0,2021-12-14 17:03:18,2021-12-14 17:03:20,\N,\N,\N,1077-2-赣州章贡区南门-南环-OTM2:1LN4-λ4-定南方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,714.0,714.0,0.0,0.0,0.0
166742512,11739933,166735268,-1,19734323,1,524,0,13173580,121,5,0,2,1,0,0,2021-12-14 17:01:59,2021-12-14 17:03:04,\N,\N,\N,1076-10-赣州石城-东环-OTM2:1LN4-λ3-水南方向[45]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,720.0,649.0,0.0,0.0,0.0
166741264,11737437,166729194,-1,19734484,1,524,0,13173586,121,5,0,2,1,0,1,2021-12-14 16:57:24,2021-12-14 16:57:26,2021-12-14 17:01:44,2021-12-14 17:01:52,\N,1077-2-赣州章贡区南门-南环-OTM2:1LN4-λ4-定南方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,62.0,62.0,396.0,609.0,0.0
166740737,11735475,166728907,-1,19734698,1,524,0,13173593,121,5,0,2,1,0,0,2021-12-14 16:51:42,2021-12-14 16:54:04,\N,\N,\N,1077-9-赣州全南电信局-南环-OTM2:1LN4-λ5-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,562.0,389.0,0.0,0.0,0.0
166739731,11737438,166739233,-1,19734485,1,524,0,13173586,121,5,0,2,1,0,0,2021-12-14 16:52:39,2021-12-14 16:52:41,\N,\N,\N,1077-2-赣州章贡区南门-南环-OTM2:1LN4-λ5-全南方向[45]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,2.0,1.0,0.0,0.0,0.0
166739233,11737438,166738218,-1,19734485,1,524,0,13173586,121,5,0,2,1,0,1,2021-12-14 16:51:04,2021-12-14 16:51:05,2021-12-14 16:51:11,2021-12-14 16:51:18,\N,1077-2-赣州章贡区南门-南环-OTM2:1LN4-λ5-全南方向[45]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,355.0,354.0,509.0,600.0,0.0
166738672,11737435,166736621,-1,19734244,1,524,0,13173572,121,5,0,2,1,0,0,2021-12-14 16:45:50,2021-12-14 16:48:03,\N,\N,\N,1076-2-赣州章贡区南门-东环-OTM2:1LN4-5波兴国方向[46]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,978.0,874.0,0.0,0.0,0.0
166738669,11735465,166728846,-1,19734623,1,524,0,13173591,121,5,0,2,1,0,0,2021-12-14 16:47:05,2021-12-14 16:48:03,\N,\N,\N,1077-7-赣州龙南-南环-OTM2:1LN4-λ6-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,14.0,947.0,0.0,0.0,0.0
166738646,11737439,166736604,-1,19734486,1,524,0,13173586,121,5,0,2,1,0,0,2021-12-14 16:47:44,2021-12-14 16:47:46,\N,\N,\N,1077-2-赣州章贡区南门-南环-OTM2:1LN4-λ6-龙南方向[46]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,452.0,451.0,0.0,0.0,0.0
166738218,11737438,166729195,-1,19734485,1,524,0,13173586,121,5,0,2,1,0,1,2021-12-14 16:46:43,2021-12-14 16:46:44,2021-12-14 16:47:31,2021-12-14 16:47:38,\N,1077-2-赣州章贡区南门-南环-OTM2:1LN4-λ5-全南方向[45]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,951.0,950.0,896.0,953.0,0.0
166737812,11735203,166728725,-1,19734334,1,524,0,13173576,121,5,0,2,1,0,1,2021-12-14 16:45:19,2021-12-14 16:45:22,2021-12-19 06:02:25,2021-12-19 06:02:41,\N,1076-6-赣州兴国-东环-OTM2:1LN4-λ5-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,652.0,649.0,498.0,567.0,0.0
166736621,11737435,166729192,-1,19734244,1,524,0,13173572,121,5,0,2,1,0,3,2021-12-14 16:39:49,2021-12-14 16:42:02,2021-12-14 16:45:03,2021-12-14 16:45:03,\N,1076-2-赣州章贡区南门-东环-OTM2:1LN4-5波兴国方向[46]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,871.0,804.0,90.0,88.0,0.0
166736604,11737439,166729196,-1,19734486,1,524,0,13173586,121,5,0,2,1,0,1,2021-12-14 16:41:49,2021-12-14 16:41:51,2021-12-14 16:46:12,2021-12-14 16:46:20,\N,1077-2-赣州章贡区南门-南环-OTM2:1LN4-λ6-龙南方向[46]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,82.0,82.0,649.0,697.0,0.0
166735268,11739933,166732543,-1,19734323,1,524,0,13173580,121,5,0,2,1,0,1,2021-12-14 16:35:56,2021-12-14 16:36:24,2021-12-14 16:52:57,2021-12-14 16:53:24,\N,1076-10-赣州石城-东环-OTM2:1LN4-λ3-水南方向[45]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,64.0,63.0,540.0,627.0,0.0
166734646,11741460,0,-1,19734246,1,524,0,13173574,121,5,0,2,1,0,1,2021-12-14 16:35:40,2021-12-14 16:36:02,2021-12-14 17:05:06,2021-12-14 17:05:14,\N,1076-4-赣州章贡区水南-东环-OTM2:1LN4-2波瑞金方向[43]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,55.0,842.0,328.0,390.0,0.0
166732543,11739933,166732069,-1,19734323,1,524,0,13173580,121,5,0,2,1,0,1,2021-12-14 16:30:33,2021-12-14 16:31:00,2021-12-14 16:34:22,2021-12-14 16:34:49,\N,1076-10-赣州石城-东环-OTM2:1LN4-λ3-水南方向[45]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,823.0,823.0,769.0,37.0,0.0
166732069,11739933,0,-1,19734323,1,524,0,13173580,121,5,0,2,1,0,1,2021-12-14 16:29:58,2021-12-14 16:30:25,2021-12-14 16:30:30,2021-12-14 16:30:57,\N,1076-10-赣州石城-东环-OTM2:1LN4-λ3-水南方向[45]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,811.0,811.0,411.0,426.0,0.0
166729196,11737439,0,-1,19734486,1,524,0,13173586,121,5,0,2,1,0,1,2021-12-14 16:21:53,2021-12-14 16:24:01,2021-12-14 16:38:02,2021-12-14 16:38:10,\N,1077-2-赣州章贡区南门-南环-OTM2:1LN4-λ6-龙南方向[46]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,749.0,494.0,186.0,244.0,0.0
166729195,11737438,0,-1,19734485,1,524,0,13173586,121,5,0,2,1,0,1,2021-12-14 16:21:53,2021-12-14 16:24:01,2021-12-14 16:43:01,2021-12-14 16:43:08,\N,1077-2-赣州章贡区南门-南环-OTM2:1LN4-λ5-全南方向[45]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,747.0,494.0,748.0,831.0,0.0
166729194,11737437,0,-1,19734484,1,524,0,13173586,121,5,0,2,1,0,1,2021-12-14 16:22:05,2021-12-14 16:24:01,2021-12-14 16:53:33,2021-12-14 16:53:41,\N,1077-2-赣州章贡区南门-南环-OTM2:1LN4-λ4-定南方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,746.0,494.0,459.0,528.0,0.0
166729192,11737435,0,-1,19734244,1,524,0,13173572,121,5,0,2,1,0,3,2021-12-14 16:21:23,2021-12-14 16:24:01,2021-12-14 16:39:02,2021-12-14 16:39:02,\N,1076-2-赣州章贡区南门-东环-OTM2:1LN4-5波兴国方向[46]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,407.0,188.0,702.0,677.0,0.0
166728907,11735475,166727722,-1,19734698,1,524,0,13173593,121,5,0,2,1,0,1,2021-12-14 16:22:44,2021-12-14 16:22:45,2021-12-14 16:43:00,2021-12-14 16:43:01,\N,1077-9-赣州全南电信局-南环-OTM2:1LN4-λ5-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,189.0,188.0,554.0,632.0,0.0
166728846,11735465,166727091,-1,19734623,1,524,0,13173591,121,5,0,2,1,0,1,2021-12-14 16:22:36,2021-12-14 16:22:36,2021-12-14 16:38:02,2021-12-14 16:38:02,\N,1077-7-赣州龙南-南环-OTM2:1LN4-λ6-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,773.0,773.0,955.0,993.0,0.0
166728725,11735203,166728389,-1,19734334,1,524,0,13173576,121,5,0,2,1,0,1,2021-12-14 16:21:44,2021-12-14 16:22:12,2021-12-14 16:35:37,2021-12-14 16:36:07,\N,1076-6-赣州兴国-东环-OTM2:1LN4-λ5-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,20.0,20.0,626.0,447.0,0.0
166728389,11735203,166726745,-1,19734334,1,524,0,13173576,121,5,0,2,1,0,1,2021-12-14 16:21:20,2021-12-14 16:21:48,2021-12-14 16:21:38,2021-12-14 16:22:06,\N,1076-6-赣州兴国-东环-OTM2:1LN4-λ5-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,70.0,70.0,234.0,334.0,0.0
166727722,11735475,166725856,-1,19734698,1,524,0,13173593,121,5,0,2,1,0,1,2021-12-14 16:21:05,2021-12-14 16:21:05,2021-12-14 16:21:16,2021-12-14 16:21:16,\N,1077-9-赣州全南电信局-南环-OTM2:1LN4-λ5-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,934.0,933.0,940.0,975.0,0.0
166727451,11736489,0,-1,19734242,1,524,0,13173572,121,5,0,2,1,0,3,2021-12-14 16:20:54,2021-12-14 16:21:01,2021-12-14 16:54:04,2021-12-14 16:54:04,\N,1076-2-赣州章贡区南门-东环-OTM2:1LN4-3波石城方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,495.0,253.0,296.0,280.0,0.0
166727091,11735465,166725857,-1,19734623,1,524,0,13173591,121,5,0,2,1,0,1,2021-12-14 16:20:51,2021-12-14 16:20:52,2021-12-14 16:21:05,2021-12-14 16:21:05,\N,1077-7-赣州龙南-南环-OTM2:1LN4-λ6-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,109.0,108.0,513.0,11.0,0.0
166726745,11735203,166725241,-1,19734334,1,524,0,13173576,121,5,0,2,1,0,1,2021-12-14 16:19:42,2021-12-14 16:20:09,2021-12-14 16:19:50,2021-12-14 16:20:18,\N,1076-6-赣州兴国-东环-OTM2:1LN4-λ5-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,463.0,463.0,19.0,58.0,0.0
166725857,11735465,166725640,-1,19734623,1,524,0,13173591,121,5,0,2,1,0,1,2021-12-14 16:17:10,2021-12-14 16:17:10,2021-12-14 16:20:47,2021-12-14 16:20:48,\N,1077-7-赣州龙南-南环-OTM2:1LN4-λ6-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,507.0,506.0,64.0,112.0,0.0
166725856,11735475,166725675,-1,19734698,1,524,0,13173593,121,5,0,2,1,0,1,2021-12-14 16:17:09,2021-12-14 16:17:09,2021-12-14 16:17:34,2021-12-14 16:17:34,\N,1077-9-赣州全南电信局-南环-OTM2:1LN4-λ5-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,978.0,978.0,734.0,11.0,0.0
166725675,11735475,0,-1,19734698,1,524,0,13173593,121,5,0,2,1,0,1,2021-12-14 16:16:46,2021-12-14 16:16:46,2021-12-14 16:17:06,2021-12-14 16:17:06,\N,1077-9-赣州全南电信局-南环-OTM2:1LN4-λ5-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,984.0,983.0,733.0,778.0,0.0
166725640,11735465,0,-1,19734623,1,524,0,13173591,121,5,0,2,1,0,1,2021-12-14 16:16:38,2021-12-14 16:16:38,2021-12-14 16:17:05,2021-12-14 16:17:05,\N,1077-7-赣州龙南-南环-OTM2:1LN4-λ6-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,385.0,385.0,541.0,578.0,0.0
166725241,11735203,0,-1,19734334,1,524,0,13173576,121,5,0,2,1,0,1,2021-12-14 16:15:27,2021-12-14 16:15:54,2021-12-14 16:16:11,2021-12-14 16:16:38,\N,1076-6-赣州兴国-东环-OTM2:1LN4-λ5-南门方向[44]:L_PORT1/OCH-1,L_PORT1/OCH-1,16,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,608.0,608.0,314.0,325.0,0.0
166704260,11730312,0,-1,19739266,2,2079,0,13172738,116,5,0,2,1,0,3,2021-12-14 04:38:34,2021-12-14 04:38:46,2021-12-22 22:05:23,2021-12-22 22:05:22,\N,1004-1-南昌孺子路-OTM1-二长楼方向:1TL4-λ10-二长楼方向[4A]:OCH-1/OCH-1/ODU4-1,OCH-1/OCH-1/ODU4-1,29,1407,8389742,0,PTP-PO=2/OCH=1/ODU4=1,1004-1-南昌孺子路-OTM1-二长楼方向.S4A.Client-1/ODU4-1<-->1004-3-南昌二长楼-OTM1-孺子路方向.S4A.Client-1/ODU4-1-1534937582\,,,,,
166701110,11729427,0,-1,19729054,1,906,0,13173022,76,5,0,1,2,0,0,2021-12-14 02:59:17,2021-12-14 02:59:20,\N,\N,\N,1025-5-上饶弋阳朱坑-OADM2:OTU2S_λ40_葛溪方向[05]:Client-1,Client-1,100,776,10486533,0,PTP-PO=1,关联业务条数：2,766.0,766.0,0.0,0.0,0.0
166597650,11721620,0,-1,19731372,1,1637,0,13172831,76,5,0,1,3,0,3,2021-06-19 01:36:09,2021-12-11 09:47:27,2022-03-12 11:21:26,2022-03-12 11:21:26,\N,1007-4-吉安河东天玉-OADM1:OTU2S_λ40-老邮政所[05]:Client-1,Client-1,1,776,10486533,0,PTP-PO=1,关联业务条数：2,829.0,826.0,674.0,581.0,0.0
166597649,11721619,0,-1,19731371,1,698,0,13172831,76,5,0,1,2,0,3,2021-06-19 01:37:52,2021-12-11 09:47:27,2022-03-12 11:21:26,2022-03-12 11:21:26,\N,1007-4-吉安河东天玉-OADM1:OTU2S_λ38-河东方向[04]:Client-1,Client-1,99,776,10486533,0,PTP-PO=1,关联业务条数：2,827.0,826.0,627.0,581.0,0.0
166597640,11721617,0,-1,19731376,1,1339,0,13172832,76,5,0,2,1,0,3,2021-07-14 06:58:01,2021-12-11 09:47:10,2022-03-12 11:21:27,2022-03-12 11:21:27,\N,1007-5-吉安河东天玉-OADM2:OTU2S_λ40-和济春天[05]:Client-1,Client-1,94,776,10486533,0,PTP-PO=1,关联业务条数：2,678.0,674.0,876.0,596.0,0.0
166597639,11721616,0,-1,19731376,1,1032,0,13172832,76,5,0,2,3,0,3,2021-07-14 06:58:01,2021-12-11 09:47:10,2022-03-12 11:21:27,2022-03-12 11:21:27,\N,1007-5-吉安河东天玉-OADM2:OTU2S_λ40-和济春天[05]:Client-1,Client-1,93,776,10486533,0,PTP-PO=1,关联业务条数：2,678.0,674.0,876.0,596.0,0.0
166597637,11721614,0,-1,19731376,1,698,0,13172832,76,5,0,1,2,0,3,2021-07-14 06:58:01,2021-12-11 09:47:10,2022-03-12 11:21:27,2022-03-12 11:21:27,\N,1007-5-吉安河东天玉-OADM2:OTU2S_λ40-和济春天[05]:Client-1,Client-1,99,776,10486533,0,PTP-PO=1,关联业务条数：2,677.0,674.0,627.0,596.0,0.0
166538457,11718357,166538376,-1,19726658,1,698,0,13172750,63,5,0,1,2,0,0,2021-12-09 18:34:42,2021-12-09 18:35:09,\N,\N,\N,1001-7-抚州青云-OTM3-鹰潭方向:1TN4[03]:L_PORT1,L_PORT1,108,1270,58721303,0,PTP-PO=1,关联业务条数：2,973.0,970.0,0.0,0.0,0.0
166538376,11718357,166538343,-1,19726658,1,698,0,13172750,63,5,0,1,2,0,1,2021-12-09 18:32:43,2021-12-09 18:33:10,2021-12-09 18:32:46,2021-12-09 18:33:13,\N,1001-7-抚州青云-OTM3-鹰潭方向:1TN4[03]:L_PORT1,L_PORT1,108,1270,58721303,0,PTP-PO=1,关联业务条数：2,315.0,314.0,413.0,452.0,0.0
166538343,11718357,166538300,-1,19726658,1,698,0,13172750,63,5,0,1,2,0,1,2021-12-09 18:32:05,2021-12-09 18:32:32,2021-12-09 18:32:06,2021-12-09 18:32:33,\N,1001-7-抚州青云-OTM3-鹰潭方向:1TN4[03]:L_PORT1,L_PORT1,108,1270,58721303,0,PTP-PO=1,关联业务条数：2,858.0,856.0,856.0,900.0,0.0
166538300,11718357,166538257,-1,19726658,1,698,0,13172750,63,5,0,1,2,0,1,2021-12-09 18:31:20,2021-12-09 18:31:47,2021-12-09 18:31:23,2021-12-09 18:31:50,\N,1001-7-抚州青云-OTM3-鹰潭方向:1TN4[03]:L_PORT1,L_PORT1,108,1270,58721303,0,PTP-PO=1,关联业务条数：2,53.0,51.0,223.0,245.0,0.0
166538257,11718357,166538204,-1,19726658,1,698,0,13172750,63,5,0,1,2,0,1,2021-12-09 18:30:22,2021-12-09 18:30:49,2021-12-09 18:30:25,2021-12-09 18:30:52,\N,1001-7-抚州青云-OTM3-鹰潭方向:1TN4[03]:L_PORT1,L_PORT1,108,1270,58721303,0,PTP-PO=1,关联业务条数：2,798.0,796.0,951.0,992.0,0.0
166538204,11718357,166537693,-1,19726658,1,698,0,13172750,63,5,0,1,2,0,1,2021-12-09 18:29:19,2021-12-09 18:29:46,2021-12-09 18:29:21,2021-12-09 18:29:48,\N,1001-7-抚州青云-OTM3-鹰潭方向:1TN4[03]:L_PORT1,L_PORT1,108,1270,58721303,0,PTP-PO=1,关联业务条数：2,349.0,346.0,446.0,488.0,0.0
166537693,11718357,166537189,-1,19726658,1,698,0,13172750,63,5,0,1,2,0,1,2021-12-09 18:17:14,2021-12-09 18:17:41,2021-12-09 18:17:16,2021-12-09 18:17:43,\N,1001-7-抚州青云-OTM3-鹰潭方向:1TN4[03]:L_PORT1,L_PORT1,108,1270,58721303,0,PTP-PO=1,关联业务条数：2,28.0,25.0,157.0,241.0,0.0
166537189,11718357,166537172,-1,19726658,1,698,0,13172750,63,5,0,1,2,0,1,2021-12-09 18:05:26,2021-12-09 18:05:53,2021-12-09 18:05:56,2021-12-09 18:06:23,\N,1001-7-抚州青云-OTM3-鹰潭方向:1TN4[03]:L_PORT1,L_PORT1,108,1270,58721303,0,PTP-PO=1,关联业务条数：2,365.0,361.0,565.0,590.0,0.0
166537172,11718357,166537162,-1,19726658,1,698,0,13172750,63,5,0,1,2,0,1,2021-12-09 18:05:07,2021-12-09 18:05:34,2021-12-09 18:05:09,2021-12-09 18:05:36,\N,1001-7-抚州青云-OTM3-鹰潭方向:1TN4[03]:L_PORT1,L_PORT1,108,1270,58721303,0,PTP-PO=1,关联业务条数：2,663.0,660.0,708.0,736.0,0.0
166537162,11718357,0,-1,19726658,1,698,0,13172750,63,5,0,1,2,0,1,2021-12-09 18:04:54,2021-12-09 18:05:21,2021-12-09 18:04:57,2021-12-09 18:05:24,\N,1001-7-抚州青云-OTM3-鹰潭方向:1TN4[03]:L_PORT1,L_PORT1,108,1270,58721303,0,PTP-PO=1,关联业务条数：2,116.0,113.0,209.0,237.0,0.0
166534850,11718199,0,-1,19731651,1,698,0,13173539,76,5,0,1,2,0,0,2021-12-09 17:08:23,2021-12-09 17:08:25,\N,\N,\N,1075-12-赣州信丰小河-OADM1:OTU2S_信丰方向3波[05]:Client-1,Client-1,99,776,10486533,0,PTP-PO=1,关联业务条数：2,494.0,494.0,0.0,0.0,0.0
166476784,11715049,0,-1,19731687,2,1232,0,13173533,76,5,0,2,1,0,0,2020-06-22 18:45:55,2021-12-08 06:46:24,\N,\N,\N,1075-6-赣州信丰小江-OADM1:OTU2S_信丰方向39波[02]:OCH-1/OCH-1,OCH-1/OCH-1,15,776,10486533,0,PTP-PO=2/OCH=1,关联业务条数：2,418.0,418.0,0.0,0.0,0.0
166468949,11714681,0,-1,19738380,2,1339,0,13173196,56,5,0,2,1,0,0,2021-12-08 02:57:58,2021-12-08 02:58:01,\N,\N,\N,1042-1-抚州临川-OTM2:MST2_东馆方向1波[41]:Client-2,Client-2,19,2072,10486629,0,PTP-PO=2,关联业务条数：2,22.0,22.0,0.0,0.0,0.0
166467316,11714484,0,-1,19739253,0,61071,0,13172813,56,3,0,3,0,0,0,2021-12-08 02:12:33,2021-12-08 02:12:33,\N,\N,\N,1006-2-抚州青云-OTM2-大公路方向:OTU2S_OTN[0D],,61072,0,0,1,,,301.0,301.0,0.0,0.0,0.0
166298589,11707255,166298483,-1,19737558,1,1232,0,13172772,63,5,0,2,1,0,0,2021-12-04 19:35:06,2021-12-04 19:36:08,\N,\N,\N,1002-17-吉安电信大楼-吉安B-OTM2-安福方向:1LN4-λ16-赣州方向[16]:L_PORT1/OCH-1,L_PORT1/OCH-1,18,1269,58721302,0,PTP-PO=1/OCH=1,关联业务条数：2,130.0,116.0,0.0,0.0,0.0
