logid,alarmcode,neid,alarmlevel,occurtime,locationinfo,lineport
147734181,1339,13173512,1,2018/08/09 16:21,1073-3-赣州崇义长龙-OADM2:OTU2S_崇义方向40波[03]:Client-1,Client-1
